user,text,canidate
MagnusSkepticus,"@realDonaldTrump I have a few questions RE this: Why is WRDW, a GA  ""local station"", experimenting in Philidelphia?… https://t.co/1fPngaI2r9",trump
liri57954853,@realDonaldTrump A vote for trump is a vote for Putin !,trump
JayBulman,@realDonaldTrump “From RNC Research” is all you need to know about this “experiment”.,trump
pepper_benz,@realDonaldTrump Why you put a kreminal in charge of our USPS...you demon aren't fooling us..we all know your evils 😈,trump
icallbullhooey,@realDonaldTrump How's the U.S economy doing DJ...?,trump
acmarti73,@realDonaldTrump You vote by mail!!!!,trump
eagleey54374839,"@realDonaldTrump You didn’t find postal service, did you forget that. You’re the reason mail is delayed",trump
AndrewJohanso14,@realDonaldTrump https://t.co/jWOs1xx0er,trump
dubbs0624,"@realDonaldTrump Well, here we go again.",trump
ScottJPacker,"@realDonaldTrump For anyone worried: The President cannot delay an election. For one, the 20th Amendment specifies… https://t.co/zQtSMFhmp6",trump
johnjhii,"@realDonaldTrump Are you speaking to Barr again? Traitor. You’re going to have to be forcibly removed, aren’t you?",trump
BBailey605,@realDonaldTrump NO WAY IN HELL WILL THEY DELAY ELECTION! WE WILL MAIL IN OUT VOTES! AND YOU WILL BE KICKED TO THE CURB!,trump
visionsofthefu,@realDonaldTrump What? So you can rig it you mean? 😂😂😂,trump
jamboden1,@realDonaldTrump Shitting yourself?,trump
Jules_In_Love,@realDonaldTrump I wondered how long it would take you to try to cancel/postpone the election. You know you cannot… https://t.co/sulfFfIvDl,trump
justforme6711,@realDonaldTrump 😷 Bitch! We’re Voting @JoeBiden in November 2020 and that’s that!!!,trump
SassyWifey,@realDonaldTrump NO DELAY IN VOTING You know you’re gonna lose so you’re trying to extend your hoax of a presidency… https://t.co/HisFZy3DAH,trump
pittsburghatory,@realDonaldTrump @jack @Twitter where are the fact checks?!?!?! #TrumpIsACrybaby #TrumpVirus2020,trump
MstrClean,@realDonaldTrump This is all a ruse for the news cycle today to carry this hilarious news instead of the god awful… https://t.co/N65LtMpmHM,trump
NormanCastilloD,@realDonaldTrump Very cool and very legal. And very democratic.,trump
CarlynGreene,@realDonaldTrump YOU are the great embarrassment to the USA. #ExGOP #VoteBlueToSaveAmerica2020,trump
IMontoyaResists,@realDonaldTrump absentee voting and mail-in voting are exactly the same thing,trump
calunavulgaris,@realDonaldTrump Your term expires in January 2021. You do not get to announce unilaterally that your term is exten… https://t.co/vGZAuyoh3Y,trump
joshtgross,@realDonaldTrump You don’t have the Consitutional or Legal Authority.,trump
WELTHAJANE,@realDonaldTrump We’re not postponing the election.,trump
Phollis8,@realDonaldTrump Someone is again telling you lies.,trump
Noreaga123,"@realDonaldTrump Ummm, nope.  This is happening no matter what, Cheeto. https://t.co/f3uISk5OS5",trump
mnytlkslv,@realDonaldTrump Running scared,trump
meynamehere,@realDonaldTrump Right on cue.,trump
hjromanlaw,@realDonaldTrump ELECTION AND FEAR!,trump
Whitley43678096,@realDonaldTrump Hell no!! We want you gone asap!!!,trump
lazyfelter,@realDonaldTrump If by inaccurate you mean accurately counting votes that won’t give you a win then sure. You can c… https://t.co/NEvxQtUZxK,trump
Moses0507,@realDonaldTrump Don't even try it,trump
AmericanVoter6,@realDonaldTrump Its safe enough to open states  Its safe enough to open schools Its not safe enough to vote?  Any… https://t.co/Ll65WshB42,trump
deborahgant16,@realDonaldTrump It really doesn’t matter how “We the People”  you’re out!,trump
BxredGuy,@realDonaldTrump Hell no ain't no mf delay bih stfu,trump
therealmdomz,@realDonaldTrump joke,trump
Benno_Tallent,"@realDonaldTrump Largest drop in GDP ever, you fat failure.    Just like those large loans that are coming due on y… https://t.co/9VbIi9MNJk",trump
ThroneofM,"@realDonaldTrump You're already embarrassing the USA good enough. Mail in ballots, however, are a proven, good idea. Just shut up.",trump
Tintenfische1,@realDonaldTrump Does trump understand that if a new president hasn’t he chosen by the 20th January then the leader… https://t.co/XQbauOqj92,trump
lulunette725,@realDonaldTrump YOU are the greatest embarrassment to the USA. Perhaps you should have been investing in making vo… https://t.co/CICaripCXP,trump
chetramey,@realDonaldTrump This is not possible without an act of Congress. This is just you trying to raise doubt about the election.,trump
MrPerfectish,@realDonaldTrump People will always take advantage of a disaster and use it for authoritarian power grabs.,trump
alansailsfree,@realDonaldTrump What a joke this guy is 🙄,trump
alancomeau,@realDonaldTrump NO WAY.,trump
NevadaVoice,"@realDonaldTrump 🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻🔻 If it’s safe to mail Tax Refunds, Social Security Checks, Stimulus Checks, Draft Regis… https://t.co/RcvXTAi9eA",trump
ConnorEnrico,@realDonaldTrump This would be clearly unconstitutional. Now let’s keep talking about #TrumpsEconomy and the bigges… https://t.co/cN3BiyoxL9,trump
mag197035,"@realDonaldTrump Embarrassment? No sir, that was done in 2016.",trump
AmberPCrowe1,@realDonaldTrump Was wondering how long it would take. President you are starting to become very predictable. Sow t… https://t.co/yAoNXkDHTG,trump
betsybaumb,@realDonaldTrump You realize that Covid-19 gives every American undeniable justification for an absentee ballot.  Y… https://t.co/PB2Lntfpmq,trump
EricMeyerowitz,@realDonaldTrump No.,trump
Missy__Martin,@realDonaldTrump Little troll AG Keith ANTIFA Ellison  is trying to go after you.,trump
deplorabl3_me,@realDonaldTrump And it’ll probably have its best next quarter  bc of the rebound and jobs coming back and those nu… https://t.co/0YVL0d1Kvv,trump
mommaahava,@realDonaldTrump Sending our kids to school for eight hours a day is fine though? You are transparent.,trump
JLADband,@realDonaldTrump You are so predictable! LMAO,trump
MelissaMermaid,"@realDonaldTrump The election was already compromised in 2016. You're the poster child of ""great embarrassment to t… https://t.co/Ri65Qt8WvG",trump
DustinC77,@realDonaldTrump No delaying. You are a great embarrassment to the USA.,trump
ChampagneSane,"@realDonaldTrump This is what we get when we elect a moron who has no idea what is in the Constitution, but thinks… https://t.co/ceYdTnItim",trump
ZenLunatic_,@realDonaldTrump This is so transparent! I’m amazed that anyone believes a word out of your mouth. You’re a goon.,trump
irishamywi,"@realDonaldTrump No fucking way, you crook. You’re out of here.",trump
pegitha,@realDonaldTrump The inconsistencies are unbelievable. Safe enough to go to work &amp; school but not safe enough to vo… https://t.co/gPjfm2Amps,trump
WilliamPorter3,"@realDonaldTrump instead of complaining, your job is to fix whatever is broken, if it even is broken",trump
billcummings,"@realDonaldTrump Unless you are elected to a second term, your term expires on January 20.",trump
JasonACoral,@realDonaldTrump Hey  @RepJeff @SenatorTimScott @LindseyGrahamSC @RepTrey @SenToddYoung @SenatorBraun  Your respons… https://t.co/qVxSaYfr3F,trump
rachelmeganh,@realDonaldTrump Nice try. #VOTE,trump
AndyPhi44551174,"@realDonaldTrump Definitely not. Getting you and your fellow corrupt, racist frauds out of Washington Is a matter o… https://t.co/i17JtfKPK6",trump
gooben,@realDonaldTrump NFW!,trump
Sara_M_J11,"@realDonaldTrump I promise you, if you take away mail-in voting, I will stand in line for days, praying the covid a… https://t.co/6LsO6rURx1",trump
sara_alton,@realDonaldTrump Absolutely fucking not.,trump
herb_mountain,@realDonaldTrump ABSOLUTELY NOT! THERE IS NOTHING WRONG WITH MAIL-IN VOTING! AMERICANS WILL NOT TOLERATE A DELAYED… https://t.co/RcqmIciAVq,trump
error_pne,"@realDonaldTrump Oh no, wait. Here’s the reason he’s pissy this morning:  https://t.co/obUl4uHrKY",trump
umartinh,"@realDonaldTrump Well, since you're an expert in fraud it is not surprising you're pulling this card. Afraid of losing?",trump
HerHighness673,@realDonaldTrump https://t.co/OoGTgs0a9m,trump
MariePierpont,@realDonaldTrump Now do the only thing embarrassing will be Putin having to find another puppet and sucker.,trump
CliffordHindle,@realDonaldTrump No. You have NO authority to delay the election. And you BS about fraud has been debunked NUMEROUS… https://t.co/NWUSMJieDL,trump
Natural74,"@realDonaldTrump Start exiling traitors and sedicious criminals who don't honor and respect our Constitution, free… https://t.co/Li5Qsp8JZ8",trump
BuyMeAPurse,@realDonaldTrump Absolutely not!   Your mental fitness has declined. You must RESIGN!  #TraitorTrump #PutinsPuppet,trump
TortonGaming,@realDonaldTrump Make the democracy great again and leave the power M. TRUMP,trump
ericschmidtdp,"@realDonaldTrump Trump is insane.  Special thank you shoutout to all the gullible, sycophantic cult members who bro… https://t.co/Wl6rcQ8Atb",trump
anyonebuttrumpd,@realDonaldTrump Fuck no there will be no delay to kicking your ass out of the White House.... we would do it today if we could.,trump
Michael05366994,@realDonaldTrump Cant wait till you get jfk'd,trump
JDem526,@realDonaldTrump This tweet sent the Trump train backwards.   The election will go on as planned. Focus on what you… https://t.co/zyBTz8K2xV,trump
PeggyLindley2,@realDonaldTrump Im for what YOU our President thinks best for Our Great Country!!!,trump
MLVC2001,@realDonaldTrump Trump is tweeting false information- what a joke this man is so worried about voter fraud but not… https://t.co/w8OgXqzSUu,trump
plh900,@realDonaldTrump Why does he have 3 ? after the last sentence? It does not appear to be a question.,trump
WayneHurst20,@realDonaldTrump Have walk-in voting over a 3-Day period by splitting alphabetically. This would create major socia… https://t.co/Jqzzmq1aSG,trump
John666Slayer1,@realDonaldTrump https://t.co/0c0l7RD013 Why is Trump asking people to vote by mail then?,trump
jj_talking,"@realDonaldTrump No need. Only adults can vote, right? Then we need to act like adults ! https://t.co/jl3hbuaq1u",trump
wilbur_elise,@realDonaldTrump ARE YOU SERIOUS?! So you can allow MORE people to die?! ABSOLUTELY NOT!!!!,trump
benjenkins4885,@realDonaldTrump So it’s safe enough to reopen our country and schools but not safe enough to vote? Got it.,trump
Annette76196421,@realDonaldTrump You’re confused. You’re the great embarrassment.,trump
TimBart54705322,"@realDonaldTrump Mailin voting fraud will not occur 2020,  If you loose get out of town . COVID-19 is waiting for you in Florida!",trump
speechless299,@realDonaldTrump MARKETS ARE TANKING!,trump
MarthaNoble17,"@realDonaldTrump We can safely vote now , this entire thing is Ridiculous if you ask me. https://t.co/ggMy3uB3Y1",trump
PDarkNight,@realDonaldTrump You are the greatest embarrassment to the USA.,trump
itsrhyatt,@realDonaldTrump Trump just wants to stir chaos and be the one to bring things back to order.,trump
ronb23_ron,@realDonaldTrump @senatemajldr @LindseyGrahamSC @SenateGOP @GOP you had your chance to impeach him and you laughed… https://t.co/DeRLTdrX4K,trump
JonathanRossma5,"@realDonaldTrump Ballot ballot ballot, mail mail mail, Texas Texas Texas.",trump
Stand4F,@realDonaldTrump I remember Governors delaying elections due to Covid. I also remember the Left attacking Governors… https://t.co/8AePNrvspD,trump
MelitaCarol,@realDonaldTrump #TrumpIsALoser,trump
stevemac85,"@realDonaldTrump Nope, on November 3rd, you’re done.",trump
JamilaWehner,@realDonaldTrump how come the 'greatest country on earth' can't manage universal mail-in voting like so many other countries do??,trump
XboxOnePoker,@realDonaldTrump No thanks. Ready to vote now!,trump
Niederer,@realDonaldTrump Article 25....,trump
rjbbryon,@realDonaldTrump The Supreme Court must make a decision to hold the election in November.  The President does not h… https://t.co/0pCTwz1eZT,trump
nyipublic,@realDonaldTrump You are the great embarrassment and it is your lack of action that has the country in chaos.  You… https://t.co/yX3jYEHFJR,trump
sirbrewsalot77,"@realDonaldTrump No, because what you are claiming is actually false.",trump
astroalehcat,@realDonaldTrump Absolutely not. This is the most frightening thing you have said and should be worthy of treason.… https://t.co/d4Pdf0XotT,trump
SteMarMIXER,@realDonaldTrump And here it is people the first step in trumps plan to cling to office as long as possible.  He is… https://t.co/DgPxyurlkB,trump
twig123,"@realDonaldTrump Grift much???? Scammer, dishonest, small, petulant child, you are.....sir.",trump
anitagdavis06,@realDonaldTrump And you will see widespread protests. Want to see an uprising of epic proportions? Try this.,trump
missionmidnight,@realDonaldTrump Oh you're starting to believe the polls now are you? #RidenWithBiden2020,trump
DoreenL63543392,@realDonaldTrump You want riots like what we just went through?  You just try it. The aftermath of George Floyd’s m… https://t.co/MdpUhEGXCu,trump
BlakkRozee,@realDonaldTrump BITCH BYE🙄🙄🙄,trump
Mick63584935,@realDonaldTrump Running scared?.,trump
40tadstrail,@realDonaldTrump https://t.co/nUIEV19O0o,trump
SandwellMark,@realDonaldTrump It will a bigger embarrassment if you stay in,trump
andIwillpersist,"@realDonaldTrump Wow, you can genuinely feel your loss, even before it happens. You're desperate, grasping at anyth… https://t.co/0MoAeI5OSk",trump
2deuce6,@realDonaldTrump Nah we good.,trump
moderatedebate,@realDonaldTrump *** - GDP fell over 30% last quarter and we are at over 152k deaths with no end in sight - ***… https://t.co/BDUS1MPn0s,trump
DAVE______DAVE,"@realDonaldTrump Good people of America - His whole family votes by mail, his VP votes by mail, HE votes by mail...… https://t.co/z4w214k7vx",trump
soycafesero,@realDonaldTrump Our main embarrassment is having you as President.,trump
mikegatti1,@realDonaldTrump Why isn’t it safe? Because you blew it.,trump
AnnaBananaCA223,"@realDonaldTrump The Constitution says, No.",trump
tammy9157,@realDonaldTrump Not for any reason!,trump
man_lee_gayrok,@realDonaldTrump #مزرعه_موشکی https://t.co/9NaFZw8iQ0,trump
exrabb,@realDonaldTrump You are losing bigky. That is why your daily cry is about a non existent fraud,trump
jimbodeo,"@realDonaldTrump Delay the election? You’d like that, wouldn’t you? You’re still going to jail, whether it’s 4 months or 4 years...",trump
CrdnlWolsey,@realDonaldTrump Dude you would def not be saying this if the polls showed you leading,trump
Heelspurs00,@realDonaldTrump There’s one Fraud being played out on America and it’s Trump  Confidence Don and the Long Con  He’… https://t.co/cQW4HLfi6f,trump
badkarmabaroo,@realDonaldTrump How is it the so-called president doesn’t know how voting works? Or what’s written in the Constitu… https://t.co/S5OBGgZ6zO,trump
apachendeh,@realDonaldTrump So.... unsafe to vote but kids can go to school?,trump
BurntToastFilm,@realDonaldTrump Nope. You’re getting your orange ass out of that office come November.,trump
AReason2Shine,"@realDonaldTrump No. You need to lose, fairly....like a man. #TrumpIsACoward #TrumpThreatensAmerica… https://t.co/kblEK89mcR",trump
Scampi13,@realDonaldTrump The election will not be delayed.  I love how scared you are.  You should be.  Joe Biden and the A… https://t.co/xffUa5eKtF,trump
Renzoseccia,@realDonaldTrump 😂😂😂😂😂😂😂😂😂😂😂,trump
Mama_Kath,@realDonaldTrump Mulligans are only for golf. You totally fucked up your presidency and the country. No do-overs. W… https://t.co/1yZ3jXr0Ts,trump
Umkid2,@realDonaldTrump Excuses 3 months early. Man up,trump
Mo_Menyoli,@realDonaldTrump Will it still be inaccurate and fraudulent if you win Mr President?,trump
Pammymingo,@realDonaldTrump #MoronInChief https://t.co/b4DZgJFjQr,trump
daddy0kcmo,@realDonaldTrump Translation: “Please use Ivanka’s compromised voting machines” https://t.co/Ne77bHnKs7,trump
JoshKB,@realDonaldTrump Loser knows he will get humiliated in November  Loser now will try to delay the election… https://t.co/CnMmnaLXcH,trump
crazyredranting,@realDonaldTrump How about that GDP drop? Largest in history.,trump
JaredMMurray,@realDonaldTrump You’re a great embarrassment to the USA.,trump
Bernade55907964,@realDonaldTrump You are a crazy person!,trump
alexand39510735,@realDonaldTrump Good luck with that Donnie. Ain't happening.,trump
Camel_Of_Sen,"@realDonaldTrump Or how about you do your damn fucking job, and come up with a way to insure that it doesn't turn o… https://t.co/cFLBUJdBXU",trump
chip_pioneer,"@realDonaldTrump You’re going to lose, as scheduled, on Nov 3rd, and then you will go to prison at some point on 2021.",trump
mkivlon,"@realDonaldTrump Either way,  President Trump will win in a landslide victory.",trump
LoverOfBooks123,@realDonaldTrump Everybody should report this tweet.,trump
